layer0
-0.0299999993294477,to,-0.0249999985098839
Type,Count
0,22913
1,13672


layer1
-0.0249999985098839,to,-0.0199999995529652
Type,Count
0,19107
1,17626


layer2
-0.0199999995529652,to,-0.0149999996647239
Type,Count
0,8219
1,28482


layer3
-0.0149999996647239,to,-0.00999999977648258
Type,Count
0,5532
1,31124


layer4
-0.00999999977648258,to,-0.00500000081956387
Type,Count
0,6408
1,30035


layer5
-0.00500000081956387,to,0
Type,Count
0,11072
1,25188


