0030
start,end,count
0,249999,36725
250000,499999,36851
0060
start,end,count
0,249999,60250
250000,499999,60905
0090
start,end,count
0,249999,71941
250000,499999,73073
0120
start,end,count
0,249999,72152
250000,499999,73328
