0030
start,end,count
0,249999,14234
250000,499999,54726
0060
start,end,count
0,249999,45053
250000,499999,64053
0090
start,end,count
0,249999,75266
250000,499999,69682
0120
start,end,count
0,249999,75713
250000,499999,69758
