0030
start,end,count
0,249999,55080
250000,499999,21888
0060
start,end,count
0,249999,59604
250000,499999,69605
0090
start,end,count
0,249999,61492
250000,499999,83574
0120
start,end,count
0,249999,61570
250000,499999,83984
